Name;Art;Longitude;Latitude
Kerrish-Thalam;Metropole;-44.605933;-20.923534;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Koreshbath;Metropole;-51.662277;-12.74531;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Melakkam;Metropole_Karte;-40.443143;1.572648;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Metropole in der Nakramar;Metropole;-56.483767;-10.910432;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Nahambath;Metropole;-50.576507;-8.220394;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Nessahabath;Metropole;-52.694713;-10.703247;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Par-Al-Narkram;Metropole;-49.754814;-9.447254;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Salahbatlama;Metropole_Karte;-53.632930;-9.102360;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Sidor Talika;Metropole;-45.982230;7.321630;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Tokum Isoru;Metropole;-47.697558;0.261193;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Usuzura;Metropole;-39.881958;-24.590982;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Valdur Bedrah;Metropole;-46.393582;5.194675;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Valdur Methelis;Metropole;-52.638906;3.638906;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Metropolen_Myr-Imperium.kml
Sidor Valantis;Metropole;-59.73462619577269;13.55628568027179;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Kerrish/Metropolen_Myr-Kerrish.kml
Xarxaras;Metropole;-69.96518102651746;3.886139782528569;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Kerrish/Metropolen_Myr-Kerrish.kml
Yal-Mordai;Metropole_Rakshazar;49.33403146223159;27.21178390469;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Metropolen_Rakshazar.kml
Shahana;Metropole_Rakshazar;41.27898685646073;30.14597423416731;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Metropolen_Rakshazar.kml
Ribukan;Metropole_Rakshazar;56.39611449351128;18.29429099133775;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Metropolen_Rakshazar.kml
Baburin;Grossstadt_Karte;5.763380;28.085388;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Grossstaedte_Aranien.kml
Elburum;Grossstadt_Karte;8.719976;27.156839;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Grossstaedte_Aranien.kml
Zorgan;Grossstadt_Karte;6.982814;27.148798;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Grossstaedte_Aranien.kml
Wehrheim;Grossstadt_Karte;3.966687;30.960123;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Darpatien/Grossstaedte_Darpatien.kml
Wehrheim;Sonstige_Ruine;3.966687;30.960123;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Darpatien/Grossstaedte_Darpatien.kml
Rommilys;Grossstadt_Karte;5.238014;29.886815;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Darpatien/Grossstaedte_Darpatien.kml
Perricum;Grossstadt_Karte;6.37195638678745;29.0013834295218;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Garetien/Grossstaedte_Garetien.kml
Khunchom;Grossstadt_Karte;7.457900;25.029491;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Gorien/Grossstaedte_Gorien.kml
Rashdul;Grossstadt_Karte;6.276636;24.235783;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Gorien/Grossstaedte_Gorien.kml
Thalusa;Grossstadt_Karte;6.273288;22.792133;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Gorien/Grossstaedte_Gorien.kml
Grangor;Grossstadt_Karte;-1.220259;26.381026;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Belhanka;Grossstadt_Karte;-1.114434;24.359233;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Arivor;Grossstadt_Karte;-.998536;25.168245;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Silas;Stadt_Karte;-.705023;24.846678;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Silas;Grossstadt_Karte;-.705023;24.846678;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Neetha;Grossstadt_Karte;-.418643;23.471768;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Methumis;Stadt_Karte;-.608753;24.411092;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Methumis;Grossstadt_Karte;-.608753;24.411092;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Horasreich/Grossstaedte_Horasreich.kml
Mherwed;Grossstadt_Karte;5.896978;24.306947;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Kalifat/Grossstaedte_Kalifat.kml
Unau;Grossstadt_Karte;3.49397;22.549083;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Kalifat/Grossstaedte_Kalifat.kml
Angbar;Grossstadt_Karte;1.403918;29.883902;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Kosch/Grossstaedte_Kosch.kml
Tuzak;Grossstadt_Karte;9.368811;23.561552;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Maraskan/Grossstaedte_Maraskan.kml
Boran;Grossstadt;10.498711;24.782103;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Maraskan/Grossstaedte_Maraskan.kml
Jergan;Grossstadt_Karte;10.796176;27.394405;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Maraskan/Grossstaedte_Maraskan.kml
Mengbilla;Grossstadt_Karte;-.971348555734451;21.7684509333093;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Meridiana/Grossstaedte_Meridiana.kml
Iolon;Grossstadt;-48.75826527084576;17.65270629358961;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Hjaldingard/Grossstaedte_Myr-Hjaldingard.kml
Abdera;Grossstadt;-59.040357;11.836971;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Alonaia;Grossstadt;-53.450845;14.775649;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Alonka;Grossstadt;-35.625626;5.921001;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Alwattanam;Grossstadt;-51.249731;-1.145556;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Amphias;Grossstadt;-57.933967;12.600956;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Annathra;Grossstadt;-48.183275;-3.358503;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Bath Hammin;Grossstadt_Karte;-53.479728;-6.205474;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Chattamang;Grossstadt;-47.314020;2.636592;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Colarba;Grossstadt;-58.443917;11.158986;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Gambun;Grossstadt;-41.928915;0.928915;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Gorabor;Grossstadt;-51.257723;-4.462721;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Jarushanga;Grossstadt;-44.044021;1.510231;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Kamakuwar;Grossstadt;-52.706553;-5.327985;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Kerrish Marad;Grossstadt;-44.782360;-16.079761;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Kerrish-Gasur;Grossstadt;-47.966268;-17.602613;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Kerrish-Tussan;Grossstadt;-50.032441;-18.552514;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Lanagar;Grossstadt;-45.928949;-2.312411;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Louamar;Grossstadt;-55.919938;6.747201;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Mahanda Meka;Grossstadt;-49.036510;-5.636257;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Mahenanda;Grossstadt;-45.478039;-6.440885;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Malrhira;Grossstadt;-46.936010;1.325362;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Manossos;Grossstadt;-57.958644;13.711094;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Nandramukti;Grossstadt;-43.817917;0.486645;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Shanali;Grossstadt;-54.132385;-0.188961;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Sharapur;Grossstadt;-46.505336;0.578913;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Sidor Barava;Grossstadt;-39.178181;7.067635;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt am Allaguratta;Grossstadt;-43.432920;2.632562;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Araphaar 1;Grossstadt;-53.246329;-17.413669;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Araphaar 2;Grossstadt;-56.108590;-18.568520;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Araphaar 3;Grossstadt;-51.528124;-22.829223;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Araphaar 4;Grossstadt;-55.035383;-23.723462;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Dabuu;Grossstadt;-42.783415;-23.0852592;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Shikaar 1;Grossstadt;-54.166226;-25.383642;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Shikaar 2;Grossstadt;-56.998011;-26.658719;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Shikaar 3;Grossstadt;-55.467801;-27.965713;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Umesh 1;Grossstadt;-50.146784;-23.628848;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt auf Yil'Umesh 2;Grossstadt;-50.852217;-24.285971;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt südlich der Brillantsteine 1;Grossstadt;-53.075847;-15.872090;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Stadt südlich der Brillantsteine 2;Grossstadt;-50.008581;-16.882933;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Sulas;Grossstadt;-45.720994;-1.159842;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Thespia;Grossstadt;-59.086723;13.342943;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Uratha Pur;Grossstadt;-46.186076;1.447274;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Valdur Makala;Grossstadt;-42.627796;-7.287446;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Valdur Sucarra;Grossstadt;-51.791624;10.103990;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Vicolias;Grossstadt;-53.066743;6.156823;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Vinerata;Grossstadt;-57.982003;8.011106;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Myranor-Imperium/Grossstaedte_Myr-Imperium.kml
Elenvina;Grossstadt_Karte;-1.279374;27.537121;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Nordmarken/Grossstaedte_Nordmarken.kml
Andergast;Grossstadt_Karte;-1.144097;32.093194;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Nostragast/Grossstaedte_Nostragast.kml
Nostria;Grossstadt_Karte;-3.011249;30.043855;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Nostragast/Grossstaedte_Nostragast.kml
Khezzara;Grossstadt_Karte;-0.070948;33.784141;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Orkland/Grossstaedte_Orkland.kml
Yal-Kalabeth;Grossstadt_Rakshazar;53.7194545498204;31.28409728288117;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Grossstaedte_Rakshazar.kml
Amhas;Grossstadt_Rakshazar;41.20878782551546;37.59526815672098;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Grossstaedte_Rakshazar.kml
Teruldan;Grossstadt_Rakshazar;51.95938085383546;37.38969876871943;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Grossstaedte_Rakshazar.kml
Mornfest;Grossstadt_Rakshazar;18.77319637432676;40.82125387804457;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Rakshazar/Grossstaedte_Rakshazar.kml
Mendena;Grossstadt_Karte;10.11079695707522;31.07343438280993;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Schwarztobrien/Grossstaedte_Schwarztobrien.kml
Warunk;Grossstadt_Karte;7.827036980281155;30.60528611111111;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Schwarztobrien/Grossstaedte_Schwarztobrien.kml
Beilunk;Grossstadt_Karte;7.911824273361954;29.81619791140195;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Schwarztobrien/Grossstaedte_Schwarztobrien.kml
Lowangen;Grossstadt_Karte;2.280450;33.668961;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Svelltland/Grossstaedte_Svelltland.kml
Thorwal;Grossstadt_Karte;-4.125619357846855;32.73728743535767;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Thorwal/Grossstaedte_Thorwal.kml
Trallop;Grossstadt_Karte;5.049742282751788;33.65217656739488;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Weiden/Grossstaedte_Weiden.kml
Honingen;Stadt_Karte;-.678788;29.645314;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Albernia/Staedte_Albernia.kml
Winhall;Stadt_Karte;-.913675;30.569775;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Albernia/Staedte_Albernia.kml
Al'Muktur;Stadt;2.097802318818711;26.95870468865002;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Madasee;Stadt;2.377175419115218;27.00143003381028;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Omlad;Stadt_Karte;1.858961;26.501527;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Ragath;Stadt_Karte;2.595043966160986;27.72322949942273;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Taladur;Stadt_Karte;2.220119379909293;27.46258208474052;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Weinbergen;Stadt;1.296644401336029;26.45719327590236;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Almada/Staedte_Almada.kml
Barbrück;Stadt;6.797807;26.743887;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Llanka;Stadt;8.639495;27.815763;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Mendlicum;Stadt;6.606566;28.235050;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Nasir Malkid;Stadt;6.420052;26.059528;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Palmyrabad;Stadt;5.493323;27.445773;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Yaisirabad;Stadt;8.255903;27.895422;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Aranien/Staedte_Aranien.kml
Brinbaum;Stadt;11.042900;35.646239;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Bornland/Staedte_Bornland.kml
Firunen;Stadt_Karte;9.665847;35.197437;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Bornland/Staedte_Bornland.kml
Neersand;Stadt_Karte;11.178739;34.274903;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Bornland/Staedte_Bornland.kml
Norburg;Stadt_Karte;8.342986;36.445603;http://www.dereglobus.orkenspalter.de/public/DereGlobus/Staedte/kml/Siedlungen/Bornland/Staedte_Bornland.kml
